Time,ID,Event context,Component,Event name,Origin
"28/07/20, 12:07",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:07",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:07",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:07",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:07",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:07",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:07",2,Course: Introduction to Learning Analytics,System,Group member added,web
"28/07/20, 12:07",2,Course: Introduction to Learning Analytics,System,Group member added,web
"28/07/20, 12:07",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:07",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:07",2,Course: Introduction to Learning Analytics,System,Group created,web
"28/07/20, 12:06",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:06",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:06",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 12:06",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 12:06",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 12:06",4,Course: Introduction to Learning Analytics,System,Badge listing viewed,web
"28/07/20, 12:06",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:05",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:05",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:05",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:05",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:05",2,Survey: Course Feedback,System,Course module updated,web
"28/07/20, 12:05",2,Survey: Course Feedback,System,Course module updated,web
"28/07/20, 12:05",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:05",2,Survey: Course Feedback,Survey,Survey response submitted,web
"28/07/20, 12:04",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:04",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:04",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:04",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:03",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:03",2,Survey: Course Feedback,Survey,Course module viewed,web
"28/07/20, 12:03",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:03",2,Survey: Course Feedback,System,Course module created,web
"28/07/20, 12:03",2,Survey: Course Feedback,System,Tag added to an item,web
"28/07/20, 12:03",2,System,System,Tag created,web
"28/07/20, 12:02",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:02",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:02",3,Front page,System,Course viewed,web
"28/07/20, 12:01",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:01",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:01",2,Quiz: Reflection from video,Quiz,Quiz attempt viewed,web
"28/07/20, 12:01",2,Quiz: Reflection from video,Quiz,Quiz attempt preview started,web
"28/07/20, 12:01",2,Quiz: Reflection from video,Quiz,Course module viewed,web
"28/07/20, 12:01",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:01",3,Course: Introduction to Learning Analytics,User report,Grade user report viewed,web
"28/07/20, 12:01",3,Course: Introduction to Learning Analytics,System,Badge listing viewed,web
"28/07/20, 12:01",3,Course: Introduction to Learning Analytics,System,Badge listing viewed,web
"28/07/20, 12:01",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:00",3,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 12:00",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:00",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:00",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:00",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:00",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:00",3,Course: Introduction to Learning Analytics,User report,Grade user report viewed,web
"28/07/20, 12:00",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:00",2,Lesson: LA-Descriptive Analytics,System,Course module created,web
"28/07/20, 12:00",2,Lesson: LA-Descriptive Analytics,System,Tag added to an item,web
"28/07/20, 12:00",2,System,System,Tag created,web
"28/07/20, 12:00",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 12:00",4,Course: Introduction to Learning Analytics,System,Badge listing viewed,web
"28/07/20, 12:00",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:00",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 12:00",4,Course: Introduction to Learning Analytics,System,Badge listing viewed,web
"28/07/20, 11:59",3,Course: Introduction to Learning Analytics,System,Badge listing viewed,web
"28/07/20, 11:59",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:59",3,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"28/07/20, 11:59",3,Assignment: you want everyone to read,Assignment,Feedback viewed,web
"28/07/20, 11:59",3,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:59",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:59",3,Choice: what type of books you like to read,Choice,Course module viewed,web
"28/07/20, 11:59",3,Choice: what type of books you like to read,Choice,Choice answer added,web
"28/07/20, 11:59",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:59",2,System,System,Notification sent,web
"28/07/20, 11:59",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:58",3,Choice: what type of books you like to read,Choice,Course module viewed,web
"28/07/20, 11:58",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:58",2,System,System,Notification sent,web
"28/07/20, 11:58",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:58",2,System,System,Notification sent,web
"28/07/20, 11:58",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:58",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:58",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:56",4,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:56",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:56",3,Forum: Announcements,Forum,Discussion viewed,web
"28/07/20, 11:56",3,Forum: Announcements,Forum,Course module viewed,web
"28/07/20, 11:56",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:56",2,Feedback: This is feedback about the LA course ,System,Course module created,web
"28/07/20, 11:56",2,Feedback: This is feedback about the LA course ,System,Tag added to an item,web
"28/07/20, 11:56",4,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:56",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:55",4,Chat: This is Chat,Chat,Sessions viewed,web
"28/07/20, 11:55",4,Chat: This is Chat,Chat,Sessions viewed,web
"28/07/20, 11:55",6,Choice: What is the name of the frog in beast movie,Choice,Course module viewed,web
"28/07/20, 11:55",4,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:55",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:55",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:55",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:54",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:54",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:54",3,Choice: What is the name of the frog in beast movie,Choice,Course module viewed,web
"28/07/20, 11:54",3,Choice: What is the name of the frog in beast movie,Choice,Choice answer added,web
"28/07/20, 11:54",4,Choice: What is the name of the frog in beast movie,Choice,Course module viewed,web
"28/07/20, 11:54",4,Choice: What is the name of the frog in beast movie,Choice,Choice answer added,web
"28/07/20, 11:54",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:54",4,Choice: What is the name of the frog in beast movie,Choice,Course module viewed,web
"28/07/20, 11:54",4,Choice: What is the name of the frog in beast movie,Choice,Choice answer added,web
"28/07/20, 11:54",6,Choice: What is the name of the frog in beast movie,Choice,Course module viewed,web
"28/07/20, 11:54",6,Choice: What is the name of the frog in beast movie,Choice,Choice answer added,web
"28/07/20, 11:54",6,Choice: What is the name of the frog in beast movie,Choice,Choice answer added,web
"28/07/20, 11:54",6,Choice: What is the name of the frog in beast movie,Choice,Choice answer added,web
"28/07/20, 11:54",4,Choice: What is the name of the frog in beast movie,Choice,Course module viewed,web
"28/07/20, 11:53",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:53",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:53",3,Choice: What is the name of the frog in beast movie,Choice,Course module viewed,web
"28/07/20, 11:53",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:53",2,Choice: what type of books you like to read,Choice,Course module viewed,web
"28/07/20, 11:53",2,Choice: what type of books you like to read,Choice,Choice answer added,web
"28/07/20, 11:53",4,Choice: what type of books you like to read,Choice,Course module viewed,web
"28/07/20, 11:53",6,Choice: What is the name of the frog in beast movie,Choice,Course module viewed,web
"28/07/20, 11:53",3,Quiz: Quiz on LA,Quiz,Course module viewed,web
"28/07/20, 11:53",2,Choice: what type of books you like to read,Choice,Course module viewed,web
"28/07/20, 11:53",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:53",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:53",2,Choice: What is the name of the frog in beast movie,Choice,Course module viewed,web
"28/07/20, 11:53",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:53",2,Choice: What is the name of the frog in beast movie,System,Course module created,web
"28/07/20, 11:53",2,Choice: What is the name of the frog in beast movie,System,Tag added to an item,web
"28/07/20, 11:53",2,Choice: What is the name of the frog in beast movie,System,Tag added to an item,web
"28/07/20, 11:53",2,System,System,Tag created,web
"28/07/20, 11:53",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:53",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:53",4,Book: TREASURE ISLAND,Book,Chapter viewed,web
"28/07/20, 11:53",4,Book: TREASURE ISLAND,Book,Chapter viewed,web
"28/07/20, 11:53",4,Book: TREASURE ISLAND,Book,Course module viewed,web
"28/07/20, 11:52",4,Choice: what type of books you like to read,Choice,Course module viewed,web
"28/07/20, 11:52",4,Choice: what type of books you like to read,Choice,Choice answer added,web
"28/07/20, 11:52",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:52",4,Choice: what type of books you like to read,Choice,Course module viewed,web
"28/07/20, 11:52",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:52",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:52",6,Choice: what type of books you like to read,Choice,Course module viewed,web
"28/07/20, 11:52",3,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:52",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:52",6,Choice: what type of books you like to read,Choice,Course module viewed,web
"28/07/20, 11:52",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:52",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:51",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:51",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:51",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:51",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:51",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:51",4,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:51",3,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:50",6,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:50",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:50",3,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:50",2,System,System,Notification sent,cli
"28/07/20, 11:50",2,System,System,Notification sent,cli
"28/07/20, 11:50",2,System,System,Notification sent,cli
"28/07/20, 11:50",3,Chat: This is Chat,Chat,Sessions viewed,web
"28/07/20, 11:50",6,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:50",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:50",4,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:50",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:49",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:49",3,Chat: This is Chat,Chat,Sessions viewed,web
"28/07/20, 11:49",4,System,System,Message sent,web
"28/07/20, 11:49",6,Front page,System,Course viewed,web
"28/07/20, 11:49",3,Chat: This is Chat,Chat,Sessions viewed,web
"28/07/20, 11:49",3,Course: Introduction to Learning Analytics,System,User profile viewed,web
"28/07/20, 11:49",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:49",4,Course: Introduction to Learning Analytics,System,User profile viewed,web
"28/07/20, 11:48",3,Course: Introduction to Learning Analytics,System,User profile viewed,web
"28/07/20, 11:48",6,System,System,Message sent,web
"28/07/20, 11:48",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:48",6,System,System,Message sent,web
"28/07/20, 11:48",3,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:48",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:47",4,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:47",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:46",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:46",3,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:46",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:46",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:46",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:46",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:46",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 11:46",3,Course: Introduction to Learning Analytics,System,User profile viewed,web
"28/07/20, 11:46",4,Course: Introduction to Learning Analytics,System,Badge listing viewed,web
"28/07/20, 11:46",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 11:46",3,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:45",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:45",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:45",2,Chat: This is Chat,Chat,Message sent,web
"28/07/20, 11:45",2,Chat: This is Chat,Chat,Course module viewed,web
"28/07/20, 11:45",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:45",2,Chat: This is Chat,System,Course module created,web
"28/07/20, 11:45",3,Forum: Announcements,Forum,Discussion viewed,web
"28/07/20, 11:45",3,Forum: Announcements,Forum,Discussion viewed,web
"28/07/20, 11:45",3,Forum: Announcements,Forum,Course module viewed,web
"28/07/20, 11:45",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:44",3,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:44",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:44",3,Forum: Announcements,Forum,Course module viewed,web
"28/07/20, 11:44",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:44",6,Course: Introduction to Learning Analytics,User report,Grade user report viewed,web
"28/07/20, 11:44",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:44",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:44",4,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"28/07/20, 11:44",4,Assignment: you want everyone to read,Assignment,Feedback viewed,web
"28/07/20, 11:44",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:44",2,Front page,System,Course viewed,web
"28/07/20, 11:44",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:44",2,Assignment: you want everyone to read,Assignment,Grading form viewed,web
"28/07/20, 11:44",2,Assignment: you want everyone to read,Assignment,The submission has been graded.,web
"28/07/20, 11:44",#N/A,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 11:44",2,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 11:44",4,Course: Introduction to Learning Analytics,User report,Grade user report viewed,web
"28/07/20, 11:44",6,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 11:44",6,System,System,User has logged in,web
"28/07/20, 11:44",3,Forum: Announcements,Forum,Discussion viewed,web
"28/07/20, 11:44",3,Forum: Announcements,Forum,Course module viewed,web
"28/07/20, 11:44",2,Assignment: you want everyone to read,Assignment,Grading form viewed,web
"28/07/20, 11:44",2,Assignment: you want everyone to read,Assignment,The submission has been graded.,web
"28/07/20, 11:44",#N/A,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 11:44",2,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 11:44",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:44",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:43",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:43",4,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"28/07/20, 11:43",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:43",4,Assignment: you want everyone to read,Assignment,A submission has been submitted.,web
"28/07/20, 11:43",#N/A,System,System,Notification sent,web
"28/07/20, 11:43",4,Assignment: you want everyone to read,File submissions,Submission updated.,web
"28/07/20, 11:43",4,Assignment: you want everyone to read,File submissions,A file has been uploaded.,web
"28/07/20, 11:43",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:43",2,Assignment: you want everyone to read,Assignment,Grading form viewed,web
"28/07/20, 11:43",2,Assignment: you want everyone to read,Assignment,Grading table viewed,web
"28/07/20, 11:43",2,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:43",2,Assignment: you want everyone to read,Assignment,Grading form viewed,web
"28/07/20, 11:43",2,Assignment: you want everyone to read,Assignment,The submission has been graded.,web
"28/07/20, 11:42",3,Forum: Announcements,Forum,Discussion viewed,web
"28/07/20, 11:42",2,Assignment: you want everyone to read,Assignment,Grading form viewed,web
"28/07/20, 11:42",3,Forum: Announcements,Forum,Course module viewed,web
"28/07/20, 11:42",2,Assignment: you want everyone to read,Assignment,The submission has been graded.,web
"28/07/20, 11:42",#N/A,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 11:42",2,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 11:42",2,Assignment: you want everyone to read,Assignment,Grading form viewed,web
"28/07/20, 11:42",2,Assignment: you want everyone to read,Assignment,Grading table viewed,web
"28/07/20, 11:42",2,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:42",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:42",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:42",2,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"28/07/20, 11:42",2,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:41",4,Assignment: you want everyone to read,Assignment,Submission form viewed.,web
"28/07/20, 11:41",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:41",4,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"28/07/20, 11:41",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:41",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:41",4,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:41",4,Forum: Stop_motion_Making,Forum,Discussion deleted,web
"28/07/20, 11:41",4,Forum: Stop_motion_Making,Forum,Post deleted,web
"28/07/20, 11:41",3,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:41",4,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:41",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:41",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:41",4,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:41",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:41",4,Assignment: you want everyone to read,Assignment,Submission form viewed.,web
"28/07/20, 11:41",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:41",3,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:41",4,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"28/07/20, 11:41",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 11:41",3,Forum: Stop_motion_Making,Forum,Post deleted,web
"28/07/20, 11:40",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:40",3,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:40",3,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:40",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:40",4,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:40",4,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:40",4,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:40",4,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:40",4,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:40",4,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:40",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:39",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 11:39",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:39",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:39",2,Front page,System,Course viewed,web
"28/07/20, 11:39",2,System,System,User has logged in,web
"28/07/20, 11:39",3,Forum: Stop_motion_Making,Forum,Discussion subscription created,web
"28/07/20, 11:39",3,Forum: Stop_motion_Making,Forum,Post created,web
"28/07/20, 11:39",3,Forum: Stop_motion_Making,Forum,Some content has been posted.,web
"28/07/20, 11:39",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:38",3,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:38",3,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:38",3,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:38",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:38",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 11:38",3,System,System,User has logged in,web
"28/07/20, 11:38",4,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:38",4,Forum: Stop_motion_Making,Forum,Discussion subscription created,web
"28/07/20, 11:38",4,Forum: Stop_motion_Making,Forum,Discussion created,web
"28/07/20, 11:38",4,Forum: Stop_motion_Making,Forum,Some content has been posted.,web
"28/07/20, 11:37",4,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:37",4,Forum: Announcements,Forum,Course module viewed,web
"28/07/20, 11:36",4,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 11:36",4,Forum: Stop_motion_Making,Forum,Course module viewed,web
"28/07/20, 11:36",4,Course: Introduction to Learning Analytics,Forum,Course module instance list viewed,web
"28/07/20, 11:35",4,Course: Introduction to Learning Analytics,Forum,Course searched,web
"28/07/20, 11:35",4,Forum: Announcements,Forum,Course module viewed,web
"28/07/20, 11:35",4,Forum: Announcements,Forum,Course module viewed,web
"28/07/20, 11:35",4,Forum: Announcements,Forum,Discussion viewed,web
"28/07/20, 11:35",4,Course: Introduction to Learning Analytics,Forum,User report viewed,web
"28/07/20, 11:35",4,Course: Introduction to Learning Analytics,System,User profile viewed,web
"28/07/20, 11:34",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 11:34",4,Course: Introduction to Learning Analytics,Forum,User report viewed,web
"28/07/20, 11:34",4,Course: Introduction to Learning Analytics,System,User profile viewed,web
"28/07/20, 11:34",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 11:34",4,System,System,User has logged in,web
"28/07/20, 09:42",4,System,System,Notification sent,cli
"28/07/20, 09:42",4,System,System,Notification sent,cli
"28/07/20, 09:42",4,System,System,Notification sent,cli
"28/07/20, 09:06",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 09:03",4,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"28/07/20, 09:03",4,Forum: Stop_motion_Making,Forum,Post created,web
"28/07/20, 09:03",4,Forum: Stop_motion_Making,Forum,Discussion subscription created,web
"28/07/20, 09:03",4,Forum: Stop_motion_Making,Forum,Some content has been posted.,web
"28/07/20, 09:02",4,Course: Introduction to Learning Analytics,Forum,User report viewed,web
"28/07/20, 09:02",4,Course: Introduction to Learning Analytics,System,User profile viewed,web
"28/07/20, 09:02",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 09:02",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 09:02",4,System,System,Notification sent,web
"28/07/20, 09:02",4,System,System,Message sent,web
"28/07/20, 09:01",4,Course: Introduction to Learning Analytics,Forum,User report viewed,web
"28/07/20, 09:01",4,Course: Introduction to Learning Analytics,System,User profile viewed,web
"28/07/20, 09:00",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 09:00",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 09:00",4,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"28/07/20, 09:00",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 09:00",4,Assignment: you want everyone to read,Assignment,A submission has been submitted.,web
"28/07/20, 09:00",#N/A,System,System,Notification sent,web
"28/07/20, 09:00",4,Assignment: you want everyone to read,File submissions,Submission created.,web
"28/07/20, 09:00",4,Assignment: you want everyone to read,File submissions,A file has been uploaded.,web
"28/07/20, 09:00",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 08:56",4,Assignment: you want everyone to read,Assignment,Submission form viewed.,web
"28/07/20, 08:56",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 08:56",4,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"28/07/20, 08:56",4,Assignment: you want everyone to read,Assignment,Course module viewed,web
"28/07/20, 08:56",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 08:56",4,Course: Introduction to Learning Analytics,System,User list viewed,web
"28/07/20, 08:55",4,Course: Introduction to Learning Analytics,System,Course viewed,web
